task_id	task_type	root_id	root_kind	family	tau	fit_axis	fit_size	prior	model	execution_plan	slot_cost	threads_per_process	pipeline_script	run_root	root_postprocess_task_id	root_review_task_id	priority_band	priority_reason
mp__root__static_shrink__gausmix__tau_0p95__tt_1000__rhs__exal	model_path	root__static_shrink__gausmix__tau_0p95__tt_1000__rhs	static_shrink	gausmix	0.95	TT	1000	rhs	exal	vb_then_mcmc	1	1	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p95/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhs_tt1000	post__root__static_shrink__gausmix__tau_0p95__tt_1000__rhs	review__root__static_shrink__gausmix__tau_0p95__tt_1000__rhs	3	longer static roots before TT=100
mp__root__static_shrink__gausmix__tau_0p95__tt_1000__ridge__al	model_path	root__static_shrink__gausmix__tau_0p95__tt_1000__ridge	static_shrink	gausmix	0.95	TT	1000	ridge	al	vb_then_mcmc	1	1	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p95/fit_input_subsample_tt1000_x01_sorted/validation_shrink_ridge_tt1000	post__root__static_shrink__gausmix__tau_0p95__tt_1000__ridge	review__root__static_shrink__gausmix__tau_0p95__tt_1000__ridge	3	longer static roots before TT=100
mp__root__static_shrink__gausmix__tau_0p95__tt_1000__ridge__exal	model_path	root__static_shrink__gausmix__tau_0p95__tt_1000__ridge	static_shrink	gausmix	0.95	TT	1000	ridge	exal	vb_then_mcmc	1	1	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p95/fit_input_subsample_tt1000_x01_sorted/validation_shrink_ridge_tt1000	post__root__static_shrink__gausmix__tau_0p95__tt_1000__ridge	review__root__static_shrink__gausmix__tau_0p95__tt_1000__ridge	3	longer static roots before TT=100
mp__root__static_shrink__laplace__tau_0p05__tt_100__rhs__al	model_path	root__static_shrink__laplace__tau_0p05__tt_100__rhs	static_shrink	laplace	0.05	TT	100	rhs	al	vb_then_mcmc	1	1	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhs_tt100	post__root__static_shrink__laplace__tau_0p05__tt_100__rhs	review__root__static_shrink__laplace__tau_0p05__tt_100__rhs	4	shortest static roots last
mp__root__static_shrink__laplace__tau_0p05__tt_100__rhs__exal	model_path	root__static_shrink__laplace__tau_0p05__tt_100__rhs	static_shrink	laplace	0.05	TT	100	rhs	exal	vb_then_mcmc	1	1	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhs_tt100	post__root__static_shrink__laplace__tau_0p05__tt_100__rhs	review__root__static_shrink__laplace__tau_0p05__tt_100__rhs	4	shortest static roots last
mp__root__static_shrink__laplace__tau_0p05__tt_100__ridge__al	model_path	root__static_shrink__laplace__tau_0p05__tt_100__ridge	static_shrink	laplace	0.05	TT	100	ridge	al	vb_then_mcmc	1	1	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_shrink_ridge_tt100	post__root__static_shrink__laplace__tau_0p05__tt_100__ridge	review__root__static_shrink__laplace__tau_0p05__tt_100__ridge	4	shortest static roots last
mp__root__static_shrink__laplace__tau_0p05__tt_100__ridge__exal	model_path	root__static_shrink__laplace__tau_0p05__tt_100__ridge	static_shrink	laplace	0.05	TT	100	ridge	exal	vb_then_mcmc	1	1	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_shrink_ridge_tt100	post__root__static_shrink__laplace__tau_0p05__tt_100__ridge	review__root__static_shrink__laplace__tau_0p05__tt_100__ridge	4	shortest static roots last
mp__root__static_shrink__laplace__tau_0p05__tt_1000__rhs__al	model_path	root__static_shrink__laplace__tau_0p05__tt_1000__rhs	static_shrink	laplace	0.05	TT	1000	rhs	al	vb_then_mcmc	1	1	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p05/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhs_tt1000	post__root__static_shrink__laplace__tau_0p05__tt_1000__rhs	review__root__static_shrink__laplace__tau_0p05__tt_1000__rhs	3	longer static roots before TT=100
mp__root__static_shrink__laplace__tau_0p05__tt_1000__rhs__exal	model_path	root__static_shrink__laplace__tau_0p05__tt_1000__rhs	static_shrink	laplace	0.05	TT	1000	rhs	exal	vb_then_mcmc	1	1	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p05/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhs_tt1000	post__root__static_shrink__laplace__tau_0p05__tt_1000__rhs	review__root__static_shrink__laplace__tau_0p05__tt_1000__rhs	3	longer static roots before TT=100
mp__root__static_shrink__laplace__tau_0p05__tt_1000__ridge__al	model_path	root__static_shrink__laplace__tau_0p05__tt_1000__ridge	static_shrink	laplace	0.05	TT	1000	ridge	al	vb_then_mcmc	1	1	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p05/fit_input_subsample_tt1000_x01_sorted/validation_shrink_ridge_tt1000	post__root__static_shrink__laplace__tau_0p05__tt_1000__ridge	review__root__static_shrink__laplace__tau_0p05__tt_1000__ridge	3	longer static roots before TT=100
mp__root__static_shrink__laplace__tau_0p05__tt_1000__ridge__exal	model_path	root__static_shrink__laplace__tau_0p05__tt_1000__ridge	static_shrink	laplace	0.05	TT	1000	ridge	exal	vb_then_mcmc	1	1	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p05/fit_input_subsample_tt1000_x01_sorted/validation_shrink_ridge_tt1000	post__root__static_shrink__laplace__tau_0p05__tt_1000__ridge	review__root__static_shrink__laplace__tau_0p05__tt_1000__ridge	3	longer static roots before TT=100
mp__root__static_shrink__laplace__tau_0p25__tt_100__rhs__al	model_path	root__static_shrink__laplace__tau_0p25__tt_100__rhs	static_shrink	laplace	0.25	TT	100	rhs	al	vb_then_mcmc	1	1	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p25/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhs_tt100	post__root__static_shrink__laplace__tau_0p25__tt_100__rhs	review__root__static_shrink__laplace__tau_0p25__tt_100__rhs	4	shortest static roots last
mp__root__static_shrink__laplace__tau_0p25__tt_100__rhs__exal	model_path	root__static_shrink__laplace__tau_0p25__tt_100__rhs	static_shrink	laplace	0.25	TT	100	rhs	exal	vb_then_mcmc	1	1	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p25/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhs_tt100	post__root__static_shrink__laplace__tau_0p25__tt_100__rhs	review__root__static_shrink__laplace__tau_0p25__tt_100__rhs	4	shortest static roots last
mp__root__static_shrink__laplace__tau_0p25__tt_100__ridge__al	model_path	root__static_shrink__laplace__tau_0p25__tt_100__ridge	static_shrink	laplace	0.25	TT	100	ridge	al	vb_then_mcmc	1	1	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p25/fit_input_subsample_tt100_x01_sorted/validation_shrink_ridge_tt100	post__root__static_shrink__laplace__tau_0p25__tt_100__ridge	review__root__static_shrink__laplace__tau_0p25__tt_100__ridge	4	shortest static roots last
mp__root__static_shrink__laplace__tau_0p25__tt_100__ridge__exal	model_path	root__static_shrink__laplace__tau_0p25__tt_100__ridge	static_shrink	laplace	0.25	TT	100	ridge	exal	vb_then_mcmc	1	1	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p25/fit_input_subsample_tt100_x01_sorted/validation_shrink_ridge_tt100	post__root__static_shrink__laplace__tau_0p25__tt_100__ridge	review__root__static_shrink__laplace__tau_0p25__tt_100__ridge	4	shortest static roots last
mp__root__static_shrink__laplace__tau_0p25__tt_1000__rhs__al	model_path	root__static_shrink__laplace__tau_0p25__tt_1000__rhs	static_shrink	laplace	0.25	TT	1000	rhs	al	vb_then_mcmc	1	1	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhs_tt1000	post__root__static_shrink__laplace__tau_0p25__tt_1000__rhs	review__root__static_shrink__laplace__tau_0p25__tt_1000__rhs	3	longer static roots before TT=100
mp__root__static_shrink__laplace__tau_0p25__tt_1000__rhs__exal	model_path	root__static_shrink__laplace__tau_0p25__tt_1000__rhs	static_shrink	laplace	0.25	TT	1000	rhs	exal	vb_then_mcmc	1	1	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhs_tt1000	post__root__static_shrink__laplace__tau_0p25__tt_1000__rhs	review__root__static_shrink__laplace__tau_0p25__tt_1000__rhs	3	longer static roots before TT=100
mp__root__static_shrink__laplace__tau_0p25__tt_1000__ridge__al	model_path	root__static_shrink__laplace__tau_0p25__tt_1000__ridge	static_shrink	laplace	0.25	TT	1000	ridge	al	vb_then_mcmc	1	1	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_shrink_ridge_tt1000	post__root__static_shrink__laplace__tau_0p25__tt_1000__ridge	review__root__static_shrink__laplace__tau_0p25__tt_1000__ridge	3	longer static roots before TT=100
mp__root__static_shrink__laplace__tau_0p25__tt_1000__ridge__exal	model_path	root__static_shrink__laplace__tau_0p25__tt_1000__ridge	static_shrink	laplace	0.25	TT	1000	ridge	exal	vb_then_mcmc	1	1	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_shrink_ridge_tt1000	post__root__static_shrink__laplace__tau_0p25__tt_1000__ridge	review__root__static_shrink__laplace__tau_0p25__tt_1000__ridge	3	longer static roots before TT=100
mp__root__static_shrink__laplace__tau_0p95__tt_100__rhs__al	model_path	root__static_shrink__laplace__tau_0p95__tt_100__rhs	static_shrink	laplace	0.95	TT	100	rhs	al	vb_then_mcmc	1	1	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p95/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhs_tt100	post__root__static_shrink__laplace__tau_0p95__tt_100__rhs	review__root__static_shrink__laplace__tau_0p95__tt_100__rhs	4	shortest static roots last
mp__root__static_shrink__laplace__tau_0p95__tt_100__rhs__exal	model_path	root__static_shrink__laplace__tau_0p95__tt_100__rhs	static_shrink	laplace	0.95	TT	100	rhs	exal	vb_then_mcmc	1	1	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p95/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhs_tt100	post__root__static_shrink__laplace__tau_0p95__tt_100__rhs	review__root__static_shrink__laplace__tau_0p95__tt_100__rhs	4	shortest static roots last
mp__root__static_shrink__laplace__tau_0p95__tt_100__ridge__al	model_path	root__static_shrink__laplace__tau_0p95__tt_100__ridge	static_shrink	laplace	0.95	TT	100	ridge	al	vb_then_mcmc	1	1	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p95/fit_input_subsample_tt100_x01_sorted/validation_shrink_ridge_tt100	post__root__static_shrink__laplace__tau_0p95__tt_100__ridge	review__root__static_shrink__laplace__tau_0p95__tt_100__ridge	4	shortest static roots last
mp__root__static_shrink__laplace__tau_0p95__tt_100__ridge__exal	model_path	root__static_shrink__laplace__tau_0p95__tt_100__ridge	static_shrink	laplace	0.95	TT	100	ridge	exal	vb_then_mcmc	1	1	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p95/fit_input_subsample_tt100_x01_sorted/validation_shrink_ridge_tt100	post__root__static_shrink__laplace__tau_0p95__tt_100__ridge	review__root__static_shrink__laplace__tau_0p95__tt_100__ridge	4	shortest static roots last
mp__root__static_shrink__laplace__tau_0p95__tt_1000__rhs__al	model_path	root__static_shrink__laplace__tau_0p95__tt_1000__rhs	static_shrink	laplace	0.95	TT	1000	rhs	al	vb_then_mcmc	1	1	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p95/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhs_tt1000	post__root__static_shrink__laplace__tau_0p95__tt_1000__rhs	review__root__static_shrink__laplace__tau_0p95__tt_1000__rhs	3	longer static roots before TT=100
mp__root__static_shrink__laplace__tau_0p95__tt_1000__rhs__exal	model_path	root__static_shrink__laplace__tau_0p95__tt_1000__rhs	static_shrink	laplace	0.95	TT	1000	rhs	exal	vb_then_mcmc	1	1	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p95/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhs_tt1000	post__root__static_shrink__laplace__tau_0p95__tt_1000__rhs	review__root__static_shrink__laplace__tau_0p95__tt_1000__rhs	3	longer static roots before TT=100
mp__root__static_shrink__laplace__tau_0p95__tt_1000__ridge__al	model_path	root__static_shrink__laplace__tau_0p95__tt_1000__ridge	static_shrink	laplace	0.95	TT	1000	ridge	al	vb_then_mcmc	1	1	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p95/fit_input_subsample_tt1000_x01_sorted/validation_shrink_ridge_tt1000	post__root__static_shrink__laplace__tau_0p95__tt_1000__ridge	review__root__static_shrink__laplace__tau_0p95__tt_1000__ridge	3	longer static roots before TT=100
mp__root__static_shrink__laplace__tau_0p95__tt_1000__ridge__exal	model_path	root__static_shrink__laplace__tau_0p95__tt_1000__ridge	static_shrink	laplace	0.95	TT	1000	ridge	exal	vb_then_mcmc	1	1	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p95/fit_input_subsample_tt1000_x01_sorted/validation_shrink_ridge_tt1000	post__root__static_shrink__laplace__tau_0p95__tt_1000__ridge	review__root__static_shrink__laplace__tau_0p95__tt_1000__ridge	3	longer static roots before TT=100
mp__root__static_shrink__normal__tau_0p05__tt_100__rhs__al	model_path	root__static_shrink__normal__tau_0p05__tt_100__rhs	static_shrink	normal	0.05	TT	100	rhs	al	vb_then_mcmc	1	1	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhs_tt100	post__root__static_shrink__normal__tau_0p05__tt_100__rhs	review__root__static_shrink__normal__tau_0p05__tt_100__rhs	4	shortest static roots last
mp__root__static_shrink__normal__tau_0p05__tt_100__rhs__exal	model_path	root__static_shrink__normal__tau_0p05__tt_100__rhs	static_shrink	normal	0.05	TT	100	rhs	exal	vb_then_mcmc	1	1	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhs_tt100	post__root__static_shrink__normal__tau_0p05__tt_100__rhs	review__root__static_shrink__normal__tau_0p05__tt_100__rhs	4	shortest static roots last
mp__root__static_shrink__normal__tau_0p05__tt_100__ridge__al	model_path	root__static_shrink__normal__tau_0p05__tt_100__ridge	static_shrink	normal	0.05	TT	100	ridge	al	vb_then_mcmc	1	1	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_shrink_ridge_tt100	post__root__static_shrink__normal__tau_0p05__tt_100__ridge	review__root__static_shrink__normal__tau_0p05__tt_100__ridge	4	shortest static roots last
mp__root__static_shrink__normal__tau_0p05__tt_100__ridge__exal	model_path	root__static_shrink__normal__tau_0p05__tt_100__ridge	static_shrink	normal	0.05	TT	100	ridge	exal	vb_then_mcmc	1	1	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_shrink_ridge_tt100	post__root__static_shrink__normal__tau_0p05__tt_100__ridge	review__root__static_shrink__normal__tau_0p05__tt_100__ridge	4	shortest static roots last
mp__root__static_shrink__normal__tau_0p05__tt_1000__rhs__al	model_path	root__static_shrink__normal__tau_0p05__tt_1000__rhs	static_shrink	normal	0.05	TT	1000	rhs	al	vb_then_mcmc	1	1	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p05/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhs_tt1000	post__root__static_shrink__normal__tau_0p05__tt_1000__rhs	review__root__static_shrink__normal__tau_0p05__tt_1000__rhs	3	longer static roots before TT=100
mp__root__static_shrink__normal__tau_0p05__tt_1000__rhs__exal	model_path	root__static_shrink__normal__tau_0p05__tt_1000__rhs	static_shrink	normal	0.05	TT	1000	rhs	exal	vb_then_mcmc	1	1	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p05/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhs_tt1000	post__root__static_shrink__normal__tau_0p05__tt_1000__rhs	review__root__static_shrink__normal__tau_0p05__tt_1000__rhs	3	longer static roots before TT=100
mp__root__static_shrink__normal__tau_0p05__tt_1000__ridge__al	model_path	root__static_shrink__normal__tau_0p05__tt_1000__ridge	static_shrink	normal	0.05	TT	1000	ridge	al	vb_then_mcmc	1	1	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p05/fit_input_subsample_tt1000_x01_sorted/validation_shrink_ridge_tt1000	post__root__static_shrink__normal__tau_0p05__tt_1000__ridge	review__root__static_shrink__normal__tau_0p05__tt_1000__ridge	3	longer static roots before TT=100
mp__root__static_shrink__normal__tau_0p05__tt_1000__ridge__exal	model_path	root__static_shrink__normal__tau_0p05__tt_1000__ridge	static_shrink	normal	0.05	TT	1000	ridge	exal	vb_then_mcmc	1	1	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p05/fit_input_subsample_tt1000_x01_sorted/validation_shrink_ridge_tt1000	post__root__static_shrink__normal__tau_0p05__tt_1000__ridge	review__root__static_shrink__normal__tau_0p05__tt_1000__ridge	3	longer static roots before TT=100
mp__root__static_shrink__normal__tau_0p25__tt_100__rhs__al	model_path	root__static_shrink__normal__tau_0p25__tt_100__rhs	static_shrink	normal	0.25	TT	100	rhs	al	vb_then_mcmc	1	1	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p25/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhs_tt100	post__root__static_shrink__normal__tau_0p25__tt_100__rhs	review__root__static_shrink__normal__tau_0p25__tt_100__rhs	4	shortest static roots last
mp__root__static_shrink__normal__tau_0p25__tt_100__rhs__exal	model_path	root__static_shrink__normal__tau_0p25__tt_100__rhs	static_shrink	normal	0.25	TT	100	rhs	exal	vb_then_mcmc	1	1	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p25/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhs_tt100	post__root__static_shrink__normal__tau_0p25__tt_100__rhs	review__root__static_shrink__normal__tau_0p25__tt_100__rhs	4	shortest static roots last
mp__root__static_shrink__normal__tau_0p25__tt_100__ridge__al	model_path	root__static_shrink__normal__tau_0p25__tt_100__ridge	static_shrink	normal	0.25	TT	100	ridge	al	vb_then_mcmc	1	1	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p25/fit_input_subsample_tt100_x01_sorted/validation_shrink_ridge_tt100	post__root__static_shrink__normal__tau_0p25__tt_100__ridge	review__root__static_shrink__normal__tau_0p25__tt_100__ridge	4	shortest static roots last
mp__root__static_shrink__normal__tau_0p25__tt_100__ridge__exal	model_path	root__static_shrink__normal__tau_0p25__tt_100__ridge	static_shrink	normal	0.25	TT	100	ridge	exal	vb_then_mcmc	1	1	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p25/fit_input_subsample_tt100_x01_sorted/validation_shrink_ridge_tt100	post__root__static_shrink__normal__tau_0p25__tt_100__ridge	review__root__static_shrink__normal__tau_0p25__tt_100__ridge	4	shortest static roots last
mp__root__static_shrink__normal__tau_0p25__tt_1000__rhs__al	model_path	root__static_shrink__normal__tau_0p25__tt_1000__rhs	static_shrink	normal	0.25	TT	1000	rhs	al	vb_then_mcmc	1	1	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhs_tt1000	post__root__static_shrink__normal__tau_0p25__tt_1000__rhs	review__root__static_shrink__normal__tau_0p25__tt_1000__rhs	3	longer static roots before TT=100
mp__root__static_shrink__normal__tau_0p25__tt_1000__rhs__exal	model_path	root__static_shrink__normal__tau_0p25__tt_1000__rhs	static_shrink	normal	0.25	TT	1000	rhs	exal	vb_then_mcmc	1	1	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhs_tt1000	post__root__static_shrink__normal__tau_0p25__tt_1000__rhs	review__root__static_shrink__normal__tau_0p25__tt_1000__rhs	3	longer static roots before TT=100
mp__root__static_shrink__normal__tau_0p25__tt_1000__ridge__al	model_path	root__static_shrink__normal__tau_0p25__tt_1000__ridge	static_shrink	normal	0.25	TT	1000	ridge	al	vb_then_mcmc	1	1	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_shrink_ridge_tt1000	post__root__static_shrink__normal__tau_0p25__tt_1000__ridge	review__root__static_shrink__normal__tau_0p25__tt_1000__ridge	3	longer static roots before TT=100
mp__root__static_shrink__normal__tau_0p25__tt_1000__ridge__exal	model_path	root__static_shrink__normal__tau_0p25__tt_1000__ridge	static_shrink	normal	0.25	TT	1000	ridge	exal	vb_then_mcmc	1	1	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_shrink_ridge_tt1000	post__root__static_shrink__normal__tau_0p25__tt_1000__ridge	review__root__static_shrink__normal__tau_0p25__tt_1000__ridge	3	longer static roots before TT=100
mp__root__static_shrink__normal__tau_0p95__tt_100__rhs__al	model_path	root__static_shrink__normal__tau_0p95__tt_100__rhs	static_shrink	normal	0.95	TT	100	rhs	al	vb_then_mcmc	1	1	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p95/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhs_tt100	post__root__static_shrink__normal__tau_0p95__tt_100__rhs	review__root__static_shrink__normal__tau_0p95__tt_100__rhs	4	shortest static roots last
mp__root__static_shrink__normal__tau_0p95__tt_100__rhs__exal	model_path	root__static_shrink__normal__tau_0p95__tt_100__rhs	static_shrink	normal	0.95	TT	100	rhs	exal	vb_then_mcmc	1	1	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p95/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhs_tt100	post__root__static_shrink__normal__tau_0p95__tt_100__rhs	review__root__static_shrink__normal__tau_0p95__tt_100__rhs	4	shortest static roots last
mp__root__static_shrink__normal__tau_0p95__tt_100__ridge__al	model_path	root__static_shrink__normal__tau_0p95__tt_100__ridge	static_shrink	normal	0.95	TT	100	ridge	al	vb_then_mcmc	1	1	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p95/fit_input_subsample_tt100_x01_sorted/validation_shrink_ridge_tt100	post__root__static_shrink__normal__tau_0p95__tt_100__ridge	review__root__static_shrink__normal__tau_0p95__tt_100__ridge	4	shortest static roots last
mp__root__static_shrink__normal__tau_0p95__tt_100__ridge__exal	model_path	root__static_shrink__normal__tau_0p95__tt_100__ridge	static_shrink	normal	0.95	TT	100	ridge	exal	vb_then_mcmc	1	1	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p95/fit_input_subsample_tt100_x01_sorted/validation_shrink_ridge_tt100	post__root__static_shrink__normal__tau_0p95__tt_100__ridge	review__root__static_shrink__normal__tau_0p95__tt_100__ridge	4	shortest static roots last
mp__root__static_shrink__normal__tau_0p95__tt_1000__rhs__al	model_path	root__static_shrink__normal__tau_0p95__tt_1000__rhs	static_shrink	normal	0.95	TT	1000	rhs	al	vb_then_mcmc	1	1	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p95/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhs_tt1000	post__root__static_shrink__normal__tau_0p95__tt_1000__rhs	review__root__static_shrink__normal__tau_0p95__tt_1000__rhs	3	longer static roots before TT=100
mp__root__static_shrink__normal__tau_0p95__tt_1000__rhs__exal	model_path	root__static_shrink__normal__tau_0p95__tt_1000__rhs	static_shrink	normal	0.95	TT	1000	rhs	exal	vb_then_mcmc	1	1	tools/merge_reports/20260305_static_vb_then_mcmc_pipeline.R	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p95/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhs_tt1000	post__root__static_shrink__normal__tau_0p95__tt_1000__rhs	review__root__static_shrink__normal__tau_0p95__tt_1000__rhs	3	longer static roots before TT=100
