unit_id	unit_type	root_id	task_id	barrier_id	root_kind	family	tau	fit_size	prior	model	scope	state	recommended_action	location	notes
post__root__static_paper__laplace__tau_0p05__tt_1000	root_postprocess	root__static_paper__laplace__tau_0p05__tt_1000	post__root__static_paper__laplace__tau_0p05__tt_1000	NA	static_paper	laplace	0.05	1000	paper	NA	in_scope	complete_reusable	skip	results/function_testing_20260309_static_paper_family_qspec/laplace/tau_0p05/fit_input_subsample_tt1000_x01_sorted/validation_paper_tt1000	deps_complete=TRUE | missing_count=0
post__root__static_paper__laplace__tau_0p25__tt_100	root_postprocess	root__static_paper__laplace__tau_0p25__tt_100	post__root__static_paper__laplace__tau_0p25__tt_100	NA	static_paper	laplace	0.25	100	paper	NA	in_scope	blocked	wait_for_model_paths	results/function_testing_20260309_static_paper_family_qspec/laplace/tau_0p25/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100	deps_complete=FALSE | missing_count=6
post__root__static_paper__laplace__tau_0p25__tt_1000	root_postprocess	root__static_paper__laplace__tau_0p25__tt_1000	post__root__static_paper__laplace__tau_0p25__tt_1000	NA	static_paper	laplace	0.25	1000	paper	NA	in_scope	blocked	wait_for_model_paths	results/function_testing_20260309_static_paper_family_qspec/laplace/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_paper_tt1000	deps_complete=FALSE | missing_count=6
post__root__static_paper__laplace__tau_0p95__tt_100	root_postprocess	root__static_paper__laplace__tau_0p95__tt_100	post__root__static_paper__laplace__tau_0p95__tt_100	NA	static_paper	laplace	0.95	100	paper	NA	in_scope	blocked	wait_for_model_paths	results/function_testing_20260309_static_paper_family_qspec/laplace/tau_0p95/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100	deps_complete=FALSE | missing_count=6
post__root__static_paper__laplace__tau_0p95__tt_1000	root_postprocess	root__static_paper__laplace__tau_0p95__tt_1000	post__root__static_paper__laplace__tau_0p95__tt_1000	NA	static_paper	laplace	0.95	1000	paper	NA	in_scope	blocked	wait_for_model_paths	results/function_testing_20260309_static_paper_family_qspec/laplace/tau_0p95/fit_input_subsample_tt1000_x01_sorted/validation_paper_tt1000	deps_complete=FALSE | missing_count=6
post__root__static_paper__normal__tau_0p05__tt_100	root_postprocess	root__static_paper__normal__tau_0p05__tt_100	post__root__static_paper__normal__tau_0p05__tt_100	NA	static_paper	normal	0.05	100	paper	NA	in_scope	blocked	wait_for_model_paths	results/function_testing_20260309_static_paper_family_qspec/normal/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100	deps_complete=FALSE | missing_count=6
post__root__static_paper__normal__tau_0p05__tt_1000	root_postprocess	root__static_paper__normal__tau_0p05__tt_1000	post__root__static_paper__normal__tau_0p05__tt_1000	NA	static_paper	normal	0.05	1000	paper	NA	in_scope	blocked	wait_for_model_paths	results/function_testing_20260309_static_paper_family_qspec/normal/tau_0p05/fit_input_subsample_tt1000_x01_sorted/validation_paper_tt1000	deps_complete=FALSE | missing_count=6
post__root__static_paper__normal__tau_0p25__tt_100	root_postprocess	root__static_paper__normal__tau_0p25__tt_100	post__root__static_paper__normal__tau_0p25__tt_100	NA	static_paper	normal	0.25	100	paper	NA	in_scope	blocked	wait_for_model_paths	results/function_testing_20260309_static_paper_family_qspec/normal/tau_0p25/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100	deps_complete=FALSE | missing_count=6
post__root__static_paper__normal__tau_0p25__tt_1000	root_postprocess	root__static_paper__normal__tau_0p25__tt_1000	post__root__static_paper__normal__tau_0p25__tt_1000	NA	static_paper	normal	0.25	1000	paper	NA	in_scope	blocked	wait_for_model_paths	results/function_testing_20260309_static_paper_family_qspec/normal/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_paper_tt1000	deps_complete=FALSE | missing_count=6
post__root__static_paper__normal__tau_0p95__tt_100	root_postprocess	root__static_paper__normal__tau_0p95__tt_100	post__root__static_paper__normal__tau_0p95__tt_100	NA	static_paper	normal	0.95	100	paper	NA	in_scope	blocked	wait_for_model_paths	results/function_testing_20260309_static_paper_family_qspec/normal/tau_0p95/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100	deps_complete=FALSE | missing_count=6
post__root__static_paper__normal__tau_0p95__tt_1000	root_postprocess	root__static_paper__normal__tau_0p95__tt_1000	post__root__static_paper__normal__tau_0p95__tt_1000	NA	static_paper	normal	0.95	1000	paper	NA	in_scope	blocked	wait_for_model_paths	results/function_testing_20260309_static_paper_family_qspec/normal/tau_0p95/fit_input_subsample_tt1000_x01_sorted/validation_paper_tt1000	deps_complete=FALSE | missing_count=6
post__root__static_shrink__gausmix__tau_0p05__tt_100__rhs	root_postprocess	root__static_shrink__gausmix__tau_0p05__tt_100__rhs	post__root__static_shrink__gausmix__tau_0p05__tt_100__rhs	NA	static_shrink	gausmix	0.05	100	rhs	NA	in_scope	complete_reusable	skip	results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhs_tt100	deps_complete=TRUE | missing_count=0
post__root__static_shrink__gausmix__tau_0p05__tt_100__ridge	root_postprocess	root__static_shrink__gausmix__tau_0p05__tt_100__ridge	post__root__static_shrink__gausmix__tau_0p05__tt_100__ridge	NA	static_shrink	gausmix	0.05	100	ridge	NA	in_scope	complete_reusable	skip	results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_shrink_ridge_tt100	deps_complete=TRUE | missing_count=0
post__root__static_shrink__gausmix__tau_0p05__tt_1000__rhs	root_postprocess	root__static_shrink__gausmix__tau_0p05__tt_1000__rhs	post__root__static_shrink__gausmix__tau_0p05__tt_1000__rhs	NA	static_shrink	gausmix	0.05	1000	rhs	NA	in_scope	complete_reusable	skip	results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p05/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhs_tt1000	deps_complete=TRUE | missing_count=0
post__root__static_shrink__gausmix__tau_0p05__tt_1000__ridge	root_postprocess	root__static_shrink__gausmix__tau_0p05__tt_1000__ridge	post__root__static_shrink__gausmix__tau_0p05__tt_1000__ridge	NA	static_shrink	gausmix	0.05	1000	ridge	NA	in_scope	complete_reusable	skip	results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p05/fit_input_subsample_tt1000_x01_sorted/validation_shrink_ridge_tt1000	deps_complete=TRUE | missing_count=0
post__root__static_shrink__gausmix__tau_0p25__tt_100__rhs	root_postprocess	root__static_shrink__gausmix__tau_0p25__tt_100__rhs	post__root__static_shrink__gausmix__tau_0p25__tt_100__rhs	NA	static_shrink	gausmix	0.25	100	rhs	NA	in_scope	blocked	wait_for_model_paths	results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhs_tt100	deps_complete=FALSE | missing_count=6
post__root__static_shrink__gausmix__tau_0p25__tt_100__ridge	root_postprocess	root__static_shrink__gausmix__tau_0p25__tt_100__ridge	post__root__static_shrink__gausmix__tau_0p25__tt_100__ridge	NA	static_shrink	gausmix	0.25	100	ridge	NA	in_scope	blocked	wait_for_model_paths	results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt100_x01_sorted/validation_shrink_ridge_tt100	deps_complete=FALSE | missing_count=6
post__root__static_shrink__gausmix__tau_0p25__tt_1000__rhs	root_postprocess	root__static_shrink__gausmix__tau_0p25__tt_1000__rhs	post__root__static_shrink__gausmix__tau_0p25__tt_1000__rhs	NA	static_shrink	gausmix	0.25	1000	rhs	NA	in_scope	blocked	wait_for_model_paths	results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhs_tt1000	deps_complete=FALSE | missing_count=6
post__root__static_shrink__gausmix__tau_0p25__tt_1000__ridge	root_postprocess	root__static_shrink__gausmix__tau_0p25__tt_1000__ridge	post__root__static_shrink__gausmix__tau_0p25__tt_1000__ridge	NA	static_shrink	gausmix	0.25	1000	ridge	NA	in_scope	blocked	wait_for_model_paths	results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_shrink_ridge_tt1000	deps_complete=FALSE | missing_count=6
post__root__static_shrink__gausmix__tau_0p95__tt_100__rhs	root_postprocess	root__static_shrink__gausmix__tau_0p95__tt_100__rhs	post__root__static_shrink__gausmix__tau_0p95__tt_100__rhs	NA	static_shrink	gausmix	0.95	100	rhs	NA	in_scope	blocked	wait_for_model_paths	results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p95/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhs_tt100	deps_complete=FALSE | missing_count=6
post__root__static_shrink__gausmix__tau_0p95__tt_100__ridge	root_postprocess	root__static_shrink__gausmix__tau_0p95__tt_100__ridge	post__root__static_shrink__gausmix__tau_0p95__tt_100__ridge	NA	static_shrink	gausmix	0.95	100	ridge	NA	in_scope	blocked	wait_for_model_paths	results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p95/fit_input_subsample_tt100_x01_sorted/validation_shrink_ridge_tt100	deps_complete=FALSE | missing_count=6
post__root__static_shrink__gausmix__tau_0p95__tt_1000__rhs	root_postprocess	root__static_shrink__gausmix__tau_0p95__tt_1000__rhs	post__root__static_shrink__gausmix__tau_0p95__tt_1000__rhs	NA	static_shrink	gausmix	0.95	1000	rhs	NA	in_scope	blocked	wait_for_model_paths	results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p95/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhs_tt1000	deps_complete=FALSE | missing_count=6
post__root__static_shrink__gausmix__tau_0p95__tt_1000__ridge	root_postprocess	root__static_shrink__gausmix__tau_0p95__tt_1000__ridge	post__root__static_shrink__gausmix__tau_0p95__tt_1000__ridge	NA	static_shrink	gausmix	0.95	1000	ridge	NA	in_scope	blocked	wait_for_model_paths	results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p95/fit_input_subsample_tt1000_x01_sorted/validation_shrink_ridge_tt1000	deps_complete=FALSE | missing_count=6
post__root__static_shrink__laplace__tau_0p05__tt_100__rhs	root_postprocess	root__static_shrink__laplace__tau_0p05__tt_100__rhs	post__root__static_shrink__laplace__tau_0p05__tt_100__rhs	NA	static_shrink	laplace	0.05	100	rhs	NA	in_scope	complete_reusable	skip	results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhs_tt100	deps_complete=TRUE | missing_count=0
post__root__static_shrink__laplace__tau_0p05__tt_100__ridge	root_postprocess	root__static_shrink__laplace__tau_0p05__tt_100__ridge	post__root__static_shrink__laplace__tau_0p05__tt_100__ridge	NA	static_shrink	laplace	0.05	100	ridge	NA	in_scope	complete_reusable	skip	results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_shrink_ridge_tt100	deps_complete=TRUE | missing_count=0
post__root__static_shrink__laplace__tau_0p05__tt_1000__rhs	root_postprocess	root__static_shrink__laplace__tau_0p05__tt_1000__rhs	post__root__static_shrink__laplace__tau_0p05__tt_1000__rhs	NA	static_shrink	laplace	0.05	1000	rhs	NA	in_scope	complete_reusable	skip	results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p05/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhs_tt1000	deps_complete=TRUE | missing_count=0
post__root__static_shrink__laplace__tau_0p05__tt_1000__ridge	root_postprocess	root__static_shrink__laplace__tau_0p05__tt_1000__ridge	post__root__static_shrink__laplace__tau_0p05__tt_1000__ridge	NA	static_shrink	laplace	0.05	1000	ridge	NA	in_scope	complete_reusable	skip	results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p05/fit_input_subsample_tt1000_x01_sorted/validation_shrink_ridge_tt1000	deps_complete=TRUE | missing_count=0
post__root__static_shrink__laplace__tau_0p25__tt_100__rhs	root_postprocess	root__static_shrink__laplace__tau_0p25__tt_100__rhs	post__root__static_shrink__laplace__tau_0p25__tt_100__rhs	NA	static_shrink	laplace	0.25	100	rhs	NA	in_scope	blocked	wait_for_model_paths	results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p25/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhs_tt100	deps_complete=FALSE | missing_count=6
post__root__static_shrink__laplace__tau_0p25__tt_100__ridge	root_postprocess	root__static_shrink__laplace__tau_0p25__tt_100__ridge	post__root__static_shrink__laplace__tau_0p25__tt_100__ridge	NA	static_shrink	laplace	0.25	100	ridge	NA	in_scope	blocked	wait_for_model_paths	results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p25/fit_input_subsample_tt100_x01_sorted/validation_shrink_ridge_tt100	deps_complete=FALSE | missing_count=6
post__root__static_shrink__laplace__tau_0p25__tt_1000__rhs	root_postprocess	root__static_shrink__laplace__tau_0p25__tt_1000__rhs	post__root__static_shrink__laplace__tau_0p25__tt_1000__rhs	NA	static_shrink	laplace	0.25	1000	rhs	NA	in_scope	blocked	wait_for_model_paths	results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhs_tt1000	deps_complete=FALSE | missing_count=6
post__root__static_shrink__laplace__tau_0p25__tt_1000__ridge	root_postprocess	root__static_shrink__laplace__tau_0p25__tt_1000__ridge	post__root__static_shrink__laplace__tau_0p25__tt_1000__ridge	NA	static_shrink	laplace	0.25	1000	ridge	NA	in_scope	blocked	wait_for_model_paths	results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_shrink_ridge_tt1000	deps_complete=FALSE | missing_count=6
post__root__static_shrink__laplace__tau_0p95__tt_100__rhs	root_postprocess	root__static_shrink__laplace__tau_0p95__tt_100__rhs	post__root__static_shrink__laplace__tau_0p95__tt_100__rhs	NA	static_shrink	laplace	0.95	100	rhs	NA	in_scope	blocked	wait_for_model_paths	results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p95/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhs_tt100	deps_complete=FALSE | missing_count=6
post__root__static_shrink__laplace__tau_0p95__tt_100__ridge	root_postprocess	root__static_shrink__laplace__tau_0p95__tt_100__ridge	post__root__static_shrink__laplace__tau_0p95__tt_100__ridge	NA	static_shrink	laplace	0.95	100	ridge	NA	in_scope	blocked	wait_for_model_paths	results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p95/fit_input_subsample_tt100_x01_sorted/validation_shrink_ridge_tt100	deps_complete=FALSE | missing_count=6
post__root__static_shrink__laplace__tau_0p95__tt_1000__rhs	root_postprocess	root__static_shrink__laplace__tau_0p95__tt_1000__rhs	post__root__static_shrink__laplace__tau_0p95__tt_1000__rhs	NA	static_shrink	laplace	0.95	1000	rhs	NA	in_scope	blocked	wait_for_model_paths	results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p95/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhs_tt1000	deps_complete=FALSE | missing_count=6
post__root__static_shrink__laplace__tau_0p95__tt_1000__ridge	root_postprocess	root__static_shrink__laplace__tau_0p95__tt_1000__ridge	post__root__static_shrink__laplace__tau_0p95__tt_1000__ridge	NA	static_shrink	laplace	0.95	1000	ridge	NA	in_scope	blocked	wait_for_model_paths	results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p95/fit_input_subsample_tt1000_x01_sorted/validation_shrink_ridge_tt1000	deps_complete=FALSE | missing_count=6
post__root__static_shrink__normal__tau_0p05__tt_100__rhs	root_postprocess	root__static_shrink__normal__tau_0p05__tt_100__rhs	post__root__static_shrink__normal__tau_0p05__tt_100__rhs	NA	static_shrink	normal	0.05	100	rhs	NA	in_scope	blocked	wait_for_model_paths	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhs_tt100	deps_complete=FALSE | missing_count=6
post__root__static_shrink__normal__tau_0p05__tt_100__ridge	root_postprocess	root__static_shrink__normal__tau_0p05__tt_100__ridge	post__root__static_shrink__normal__tau_0p05__tt_100__ridge	NA	static_shrink	normal	0.05	100	ridge	NA	in_scope	blocked	wait_for_model_paths	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_shrink_ridge_tt100	deps_complete=FALSE | missing_count=6
post__root__static_shrink__normal__tau_0p05__tt_1000__rhs	root_postprocess	root__static_shrink__normal__tau_0p05__tt_1000__rhs	post__root__static_shrink__normal__tau_0p05__tt_1000__rhs	NA	static_shrink	normal	0.05	1000	rhs	NA	in_scope	blocked	wait_for_model_paths	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p05/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhs_tt1000	deps_complete=FALSE | missing_count=6
post__root__static_shrink__normal__tau_0p05__tt_1000__ridge	root_postprocess	root__static_shrink__normal__tau_0p05__tt_1000__ridge	post__root__static_shrink__normal__tau_0p05__tt_1000__ridge	NA	static_shrink	normal	0.05	1000	ridge	NA	in_scope	blocked	wait_for_model_paths	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p05/fit_input_subsample_tt1000_x01_sorted/validation_shrink_ridge_tt1000	deps_complete=FALSE | missing_count=6
post__root__static_shrink__normal__tau_0p25__tt_100__rhs	root_postprocess	root__static_shrink__normal__tau_0p25__tt_100__rhs	post__root__static_shrink__normal__tau_0p25__tt_100__rhs	NA	static_shrink	normal	0.25	100	rhs	NA	in_scope	blocked	wait_for_model_paths	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p25/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhs_tt100	deps_complete=FALSE | missing_count=6
post__root__static_shrink__normal__tau_0p25__tt_100__ridge	root_postprocess	root__static_shrink__normal__tau_0p25__tt_100__ridge	post__root__static_shrink__normal__tau_0p25__tt_100__ridge	NA	static_shrink	normal	0.25	100	ridge	NA	in_scope	blocked	wait_for_model_paths	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p25/fit_input_subsample_tt100_x01_sorted/validation_shrink_ridge_tt100	deps_complete=FALSE | missing_count=6
post__root__static_shrink__normal__tau_0p25__tt_1000__rhs	root_postprocess	root__static_shrink__normal__tau_0p25__tt_1000__rhs	post__root__static_shrink__normal__tau_0p25__tt_1000__rhs	NA	static_shrink	normal	0.25	1000	rhs	NA	in_scope	blocked	wait_for_model_paths	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhs_tt1000	deps_complete=FALSE | missing_count=6
post__root__static_shrink__normal__tau_0p25__tt_1000__ridge	root_postprocess	root__static_shrink__normal__tau_0p25__tt_1000__ridge	post__root__static_shrink__normal__tau_0p25__tt_1000__ridge	NA	static_shrink	normal	0.25	1000	ridge	NA	in_scope	blocked	wait_for_model_paths	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p25/fit_input_subsample_tt1000_x01_sorted/validation_shrink_ridge_tt1000	deps_complete=FALSE | missing_count=6
post__root__static_shrink__normal__tau_0p95__tt_100__rhs	root_postprocess	root__static_shrink__normal__tau_0p95__tt_100__rhs	post__root__static_shrink__normal__tau_0p95__tt_100__rhs	NA	static_shrink	normal	0.95	100	rhs	NA	in_scope	blocked	wait_for_model_paths	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p95/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhs_tt100	deps_complete=FALSE | missing_count=6
post__root__static_shrink__normal__tau_0p95__tt_100__ridge	root_postprocess	root__static_shrink__normal__tau_0p95__tt_100__ridge	post__root__static_shrink__normal__tau_0p95__tt_100__ridge	NA	static_shrink	normal	0.95	100	ridge	NA	in_scope	blocked	wait_for_model_paths	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p95/fit_input_subsample_tt100_x01_sorted/validation_shrink_ridge_tt100	deps_complete=FALSE | missing_count=6
post__root__static_shrink__normal__tau_0p95__tt_1000__rhs	root_postprocess	root__static_shrink__normal__tau_0p95__tt_1000__rhs	post__root__static_shrink__normal__tau_0p95__tt_1000__rhs	NA	static_shrink	normal	0.95	1000	rhs	NA	in_scope	blocked	wait_for_model_paths	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p95/fit_input_subsample_tt1000_x01_sorted/validation_shrink_rhs_tt1000	deps_complete=FALSE | missing_count=6
post__root__static_shrink__normal__tau_0p95__tt_1000__ridge	root_postprocess	root__static_shrink__normal__tau_0p95__tt_1000__ridge	post__root__static_shrink__normal__tau_0p95__tt_1000__ridge	NA	static_shrink	normal	0.95	1000	ridge	NA	in_scope	blocked	wait_for_model_paths	results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p95/fit_input_subsample_tt1000_x01_sorted/validation_shrink_ridge_tt1000	deps_complete=FALSE | missing_count=6
review__root__dynamic__gausmix__tau_0p05__lasttt_500	root_review	root__dynamic__gausmix__tau_0p05__lasttt_500	review__root__dynamic__gausmix__tau_0p05__lasttt_500	NA	dynamic	gausmix	0.05	500	default	NA	in_scope	complete_reusable	skip	results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p05/fit_input_lastTT500/validation_dynamic_tt500	deps_complete=TRUE | missing_count=0
review__root__dynamic__gausmix__tau_0p05__lasttt_5000	root_review	root__dynamic__gausmix__tau_0p05__lasttt_5000	review__root__dynamic__gausmix__tau_0p05__lasttt_5000	NA	dynamic	gausmix	0.05	5000	default	NA	in_scope	complete_reusable	skip	results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p05/fit_input_lastTT5000/validation_dynamic_tt5000	deps_complete=TRUE | missing_count=0
review__root__dynamic__gausmix__tau_0p25__lasttt_500	root_review	root__dynamic__gausmix__tau_0p25__lasttt_500	review__root__dynamic__gausmix__tau_0p25__lasttt_500	NA	dynamic	gausmix	0.25	500	default	NA	in_scope	complete_reusable	skip	results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p25/fit_input_lastTT500/validation_dynamic_tt500	deps_complete=TRUE | missing_count=0
review__root__dynamic__gausmix__tau_0p25__lasttt_5000	root_review	root__dynamic__gausmix__tau_0p25__lasttt_5000	review__root__dynamic__gausmix__tau_0p25__lasttt_5000	NA	dynamic	gausmix	0.25	5000	default	NA	in_scope	blocked	wait_for_root_postprocess	results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p25/fit_input_lastTT5000/validation_dynamic_tt5000	deps_complete=FALSE | missing_count=5
review__root__dynamic__gausmix__tau_0p95__lasttt_500	root_review	root__dynamic__gausmix__tau_0p95__lasttt_500	review__root__dynamic__gausmix__tau_0p95__lasttt_500	NA	dynamic	gausmix	0.95	500	default	NA	in_scope	blocked	wait_for_root_postprocess	results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p95/fit_input_lastTT500/validation_dynamic_tt500	deps_complete=FALSE | missing_count=5
review__root__dynamic__gausmix__tau_0p95__lasttt_5000	root_review	root__dynamic__gausmix__tau_0p95__lasttt_5000	review__root__dynamic__gausmix__tau_0p95__lasttt_5000	NA	dynamic	gausmix	0.95	5000	default	NA	in_scope	blocked	wait_for_root_postprocess	results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/gausmix/tau_0p95/fit_input_lastTT5000/validation_dynamic_tt5000	deps_complete=FALSE | missing_count=5
review__root__dynamic__laplace__tau_0p05__lasttt_500	root_review	root__dynamic__laplace__tau_0p05__lasttt_500	review__root__dynamic__laplace__tau_0p05__lasttt_500	NA	dynamic	laplace	0.05	500	default	NA	in_scope	complete_reusable	skip	results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/laplace/tau_0p05/fit_input_lastTT500/validation_dynamic_tt500	deps_complete=TRUE | missing_count=0
review__root__dynamic__laplace__tau_0p05__lasttt_5000	root_review	root__dynamic__laplace__tau_0p05__lasttt_5000	review__root__dynamic__laplace__tau_0p05__lasttt_5000	NA	dynamic	laplace	0.05	5000	default	NA	in_scope	blocked	wait_for_root_postprocess	results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/laplace/tau_0p05/fit_input_lastTT5000/validation_dynamic_tt5000	deps_complete=FALSE | missing_count=5
review__root__dynamic__laplace__tau_0p25__lasttt_500	root_review	root__dynamic__laplace__tau_0p25__lasttt_500	review__root__dynamic__laplace__tau_0p25__lasttt_500	NA	dynamic	laplace	0.25	500	default	NA	in_scope	blocked	wait_for_root_postprocess	results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/laplace/tau_0p25/fit_input_lastTT500/validation_dynamic_tt500	deps_complete=FALSE | missing_count=5
review__root__dynamic__laplace__tau_0p25__lasttt_5000	root_review	root__dynamic__laplace__tau_0p25__lasttt_5000	review__root__dynamic__laplace__tau_0p25__lasttt_5000	NA	dynamic	laplace	0.25	5000	default	NA	in_scope	blocked	wait_for_root_postprocess	results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/laplace/tau_0p25/fit_input_lastTT5000/validation_dynamic_tt5000	deps_complete=FALSE | missing_count=5
review__root__dynamic__laplace__tau_0p95__lasttt_500	root_review	root__dynamic__laplace__tau_0p95__lasttt_500	review__root__dynamic__laplace__tau_0p95__lasttt_500	NA	dynamic	laplace	0.95	500	default	NA	in_scope	blocked	wait_for_root_postprocess	results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/laplace/tau_0p95/fit_input_lastTT500/validation_dynamic_tt500	deps_complete=FALSE | missing_count=5
review__root__dynamic__laplace__tau_0p95__lasttt_5000	root_review	root__dynamic__laplace__tau_0p95__lasttt_5000	review__root__dynamic__laplace__tau_0p95__lasttt_5000	NA	dynamic	laplace	0.95	5000	default	NA	in_scope	blocked	wait_for_root_postprocess	results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/laplace/tau_0p95/fit_input_lastTT5000/validation_dynamic_tt5000	deps_complete=FALSE | missing_count=5
review__root__dynamic__normal__tau_0p05__lasttt_500	root_review	root__dynamic__normal__tau_0p05__lasttt_500	review__root__dynamic__normal__tau_0p05__lasttt_500	NA	dynamic	normal	0.05	500	default	NA	in_scope	blocked	wait_for_root_postprocess	results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/normal/tau_0p05/fit_input_lastTT500/validation_dynamic_tt500	deps_complete=FALSE | missing_count=5
review__root__dynamic__normal__tau_0p05__lasttt_5000	root_review	root__dynamic__normal__tau_0p05__lasttt_5000	review__root__dynamic__normal__tau_0p05__lasttt_5000	NA	dynamic	normal	0.05	5000	default	NA	in_scope	blocked	wait_for_root_postprocess	results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/normal/tau_0p05/fit_input_lastTT5000/validation_dynamic_tt5000	deps_complete=FALSE | missing_count=5
review__root__dynamic__normal__tau_0p25__lasttt_500	root_review	root__dynamic__normal__tau_0p25__lasttt_500	review__root__dynamic__normal__tau_0p25__lasttt_500	NA	dynamic	normal	0.25	500	default	NA	in_scope	blocked	wait_for_root_postprocess	results/function_testing_20260309_dynamic_dlm_family_qspec/dlm_constV_smallW/normal/tau_0p25/fit_input_lastTT500/validation_dynamic_tt500	deps_complete=FALSE | missing_count=5
